watch_date,device_type,watch_duration_minutes,progress_percentage,action,age,gender,country,subscription_plan,is_active,monthly_spend,household_size,content_type,genre_primary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,is_netflix_original
4/7/25,Desktop,79.9,26.5,stopped,46,Female,USA,Basic,FALSE,7.67,,Movie,Western,2018,126,R,English,USA,4.7,FALSE
8/31/25,Smart TV,74,25,started,50,Male,USA,Basic,TRUE,16.73,1,Documentary,Mystery,2004,56,TV-Y7,English,USA,0.9,FALSE
7/6/24,Laptop,142.9,85.8,stopped,37,Male,USA,Premium+,FALSE,8.83,3,Stand-up Comedy,Family,2002,530,TV-MA,Hindi,South Korea,6.3,FALSE
11/20/25,Tablet,187.6,66.8,completed,29,Female,Canada,Standard,TRUE,22,2,Movie,Family,1997,105,R,English,Japan,7.8,TRUE
12/21/25,Desktop,54,90.6,stopped,47,Prefer not to say,USA,Basic,TRUE,17.23,3,Documentary,Adventure,2007,96,G,English,South Korea,7.1,FALSE
8/9/24,Desktop,47.3,54.1,stopped,21,Female,USA,Standard,TRUE,16.89,1,Movie,Fantasy,1996,99,TV-G,English,Canada,6,FALSE
8/24/24,Smart TV,144.8,82.9,stopped,30,Female,USA,Basic,TRUE,4.12,2,Movie,Fantasy,2014,106,TV-PG,English,South Korea,6.4,FALSE
10/18/25,Laptop,112.3,91.1,started,32,,Canada,Standard,TRUE,34.68,3,Movie,Animation,2024,137,TV-PG,Korean,France,7,FALSE
8/15/24,Laptop,39.1,57.2,paused,46,,USA,Standard,FALSE,21.53,2,TV Series,History,2021,17,TV-Y,English,USA,5.1,TRUE
6/22/24,Smart TV,135.4,66.7,paused,27,Male,Canada,Standard,TRUE,7.95,4,Documentary,Mystery,1997,28,G,English,USA,3.4,FALSE
9/22/25,Smart TV,26.3,48.9,started,40,Female,USA,Standard,TRUE,4.81,2,Movie,Animation,2005,98,TV-Y,English,South Korea,6.2,FALSE
6/2/25,Laptop,53.8,37.8,started,19,Prefer not to say,USA,Standard,TRUE,18.57,3,TV Series,Adventure,2004,62,TV-Y7,Korean,USA,6.3,FALSE
4/21/24,Desktop,29,15.4,stopped,45,Female,USA,Standard,TRUE,24.97,2,Documentary,Adventure,1999,104,TV-MA,Japanese,USA,8.2,TRUE
5/4/24,Laptop,58.4,34.6,completed,41,Male,Canada,Standard,FALSE,8.36,1,Movie,Comedy,1993,96,NC-17,English,UK,9.3,FALSE
3/13/25,Smart TV,22.5,73.7,stopped,21,Male,Canada,Premium+,TRUE,18.57,,TV Series,Drama,1997,73,TV-PG,French,USA,7.4,FALSE
7/29/24,Desktop,764.4,69,paused,33,Female,Canada,Basic,TRUE,3.76,,TV Series,History,2023,53,PG,Hindi,USA,7,TRUE
11/20/24,Tablet,56.9,11.4,completed,49,Female,USA,Premium,TRUE,15.06,4,Documentary,Mystery,2008,103,TV-G,Spanish,South Korea,9.6,FALSE
7/19/24,Laptop,73.2,92.8,stopped,28,Male,USA,Premium,TRUE,6.9,2,Documentary,Family,2008,58,TV-Y,Hindi,Japan,5.9,FALSE
5/22/24,Tablet,107.6,8.8,started,39,Male,USA,Standard,TRUE,25.71,1,Limited Series,Action,2009,437,NC-17,Italian,USA,5.5,FALSE
9/14/24,Smart TV,46.4,27.8,paused,19,Male,USA,Standard,TRUE,11,,TV Series,Adventure,1991,25,PG,English,USA,4.9,TRUE
9/5/24,Tablet,31.6,10.7,paused,33,Male,Canada,Standard,TRUE,7.33,3,Limited Series,Sci-Fi,2011,47,PG-13,English,Canada,7.4,TRUE
9/1/25,Mobile,46.7,92.6,stopped,35,Female,USA,Premium,TRUE,20.05,4,TV Series,Biography,1986,36,R,French,Japan,7.4,TRUE
6/24/24,Laptop,5.8,44.8,paused,37,Female,USA,Premium,TRUE,24.32,,Documentary,Family,2011,73,TV-MA,Japanese,South Korea,4.4,TRUE
4/26/24,Tablet,101.5,79.2,completed,25,Male,USA,Basic,TRUE,3.66,,TV Series,Thriller,2023,62,R,English,USA,10,TRUE
4/27/25,Smart TV,145,36.8,completed,22,Female,USA,Premium,TRUE,24.81,3,TV Series,Documentary,2024,33,PG-13,English,UK,4.5,FALSE
12/29/25,Laptop,69.1,1.7,started,34,Prefer not to say,USA,Premium,TRUE,21.03,1,TV Series,Biography,2017,46,TV-PG,Hindi,South Korea,6.3,TRUE
8/23/24,Smart TV,116.9,63,paused,19,Other,USA,Premium,TRUE,26.34,4,Movie,History,2022,110,PG-13,French,Germany,5.9,FALSE
12/8/24,Mobile,21.1,69.4,paused,49,Male,USA,Premium,TRUE,20.27,1,Movie,Fantasy,2012,117,PG-13,English,USA,7.8,TRUE
4/12/24,Tablet,45,68.2,stopped,47,Male,USA,Basic,TRUE,21.93,,Movie,Biography,2000,120,PG,Japanese,South Korea,9.3,FALSE
7/1/25,Tablet,11.1,34.4,stopped,31,Female,USA,Basic,TRUE,30.69,1,Stand-up Comedy,Action,2005,57,NC-17,English,USA,10,FALSE
4/24/25,Tablet,44.4,36.5,completed,38,Female,Canada,Standard,TRUE,19.71,5,Movie,War,1997,137,TV-G,English,USA,4.6,FALSE
2/28/24,Smart TV,23.6,48.6,completed,32,Other,USA,Premium+,TRUE,14.84,1,Movie,Comedy,2021,127,PG,Korean,Canada,6.1,FALSE
5/4/25,Smart TV,34.5,32.8,completed,32,Female,USA,Premium,TRUE,1.49,2,Movie,Documentary,2017,126,TV-Y7,English,USA,1.3,FALSE
7/19/24,Laptop,19.6,16,paused,39,Male,USA,Premium,TRUE,15.94,1,Movie,Action,1990,36,NC-17,English,Japan,6.4,FALSE
7/31/24,Mobile,32.9,92.7,completed,42,Male,USA,Premium,TRUE,42.01,1,Documentary,Fantasy,2018,91,G,English,France,7,TRUE
6/20/24,Laptop,37.5,26.8,started,26,Female,USA,Premium,TRUE,7.69,5,TV Series,Western,2024,71,TV-G,English,USA,6.3,TRUE
8/18/25,Desktop,74,8.4,started,49,Female,USA,Basic,TRUE,24.81,2,Movie,Comedy,2021,102,NC-17,English,Canada,7.1,TRUE
4/27/24,Desktop,15.5,24.1,paused,30,Female,Canada,Premium,TRUE,14.73,1,Stand-up Comedy,Horror,1990,63,TV-PG,English,USA,0.8,FALSE
5/8/25,Mobile,30.1,35.9,stopped,34,Male,USA,Standard,TRUE,16.06,3,TV Series,History,1998,12,TV-14,English,Canada,6.4,FALSE
2/28/25,Desktop,44.1,4.8,stopped,34,Male,USA,Premium,TRUE,30.47,4,TV Series,War,2001,51,TV-MA,Spanish,South Korea,5.5,FALSE
9/28/25,Laptop,131.9,46.3,paused,25,Female,Canada,Basic,TRUE,16.38,7,Documentary,Animation,1991,89,NC-17,Spanish,South Korea,7.3,FALSE
3/23/25,Tablet,54.2,24.3,stopped,25,Male,USA,Basic,TRUE,3.66,,TV Series,Crime,2020,43,G,English,UK,7.4,FALSE
4/24/25,Desktop,73.4,41.8,stopped,60,Male,USA,Basic,TRUE,5.58,2,Movie,Drama,2003,115,PG-13,English,India,6.1,FALSE
2/19/25,Laptop,54.7,62.3,stopped,49,Male,USA,Premium,FALSE,3.63,3,Stand-up Comedy,Western,1993,68,TV-Y7,English,USA,5.3,FALSE
5/7/25,Smart TV,55.5,87.2,completed,51,Female,Canada,Standard,TRUE,9.86,1,Movie,Thriller,2017,110,PG,English,South Korea,5.1,FALSE
1/4/24,Mobile,63.9,32.9,paused,23,Male,USA,Premium,TRUE,11.15,3,Movie,Sci-Fi,1997,122,TV-Y,English,India,2.5,FALSE
11/13/24,Laptop,113.3,25.5,stopped,32,Female,USA,Basic,TRUE,17.22,2,Movie,Drama,1996,87,TV-Y,French,South Korea,8.6,TRUE
5/6/24,Smart TV,23.8,9.4,completed,35,Female,Canada,Premium+,TRUE,17.19,4,Movie,Action,2018,91,G,English,Germany,7.6,FALSE
2/23/25,Laptop,187.9,4.2,started,45,Male,USA,Premium,TRUE,14.16,6,TV Series,Music,2013,66,PG-13,French,Japan,7.3,TRUE
6/20/24,Mobile,113.5,27.8,paused,51,Other,USA,Basic,TRUE,3.47,3,TV Series,Family,1994,38,TV-PG,English,USA,7.4,FALSE
9/14/25,Desktop,25.2,75.5,completed,20,Female,USA,Standard,TRUE,29.88,2,TV Series,War,2013,28,PG-13,English,USA,4.7,FALSE
9/6/24,Mobile,73.7,19.5,paused,30,Prefer not to say,Canada,Premium,TRUE,7.29,4,Movie,Fantasy,2022,87,PG-13,Spanish,USA,7.2,TRUE
9/30/24,Desktop,217.9,94.5,paused,47,,USA,Standard,TRUE,32.55,4,Movie,Western,2020,146,TV-14,English,UK,5.8,FALSE
11/11/25,Smart TV,82,31.4,started,40,Male,Canada,Premium+,TRUE,8.84,1,Movie,Crime,1990,121,TV-Y7,Japanese,South Korea,5.3,TRUE
1/16/25,Smart TV,22.7,35.4,paused,19,Male,USA,Standard,TRUE,11,,Movie,Mystery,1990,119,TV-14,German,USA,1.4,FALSE
7/12/24,Tablet,98.7,20.5,paused,33,,USA,Premium,FALSE,15.46,1,TV Series,Romance,2003,50,PG-13,English,Canada,6,FALSE
12/22/24,Laptop,52,19.1,started,35,Female,USA,Premium,FALSE,11.73,1,TV Series,Fantasy,2003,32,TV-MA,English,USA,3.6,TRUE
9/19/24,Desktop,100.8,50.7,stopped,25,Female,Canada,Basic,TRUE,11.61,4,Movie,Western,2015,109,PG,Spanish,USA,6.2,TRUE
12/10/24,Desktop,115.4,78,stopped,36,Female,USA,Basic,FALSE,11.23,3,TV Series,Fantasy,2011,50,G,English,USA,5.2,FALSE
3/16/25,Desktop,77.1,59.5,stopped,50,,USA,Basic,TRUE,21.36,1,TV Series,Crime,2014,47,TV-PG,English,USA,8.4,FALSE
10/31/24,Smart TV,45.1,58.8,paused,43,,Canada,Premium,FALSE,1.88,1,Stand-up Comedy,Crime,2024,70,TV-G,English,USA,5.9,FALSE
2/17/24,Mobile,74.8,37.5,completed,42,Female,USA,Standard,TRUE,15.4,2,Movie,History,2020,91,G,English,South Korea,8,FALSE
6/11/25,Laptop,38.2,62.7,completed,54,Prefer not to say,USA,Standard,TRUE,11.12,1,Documentary,History,1999,75,TV-Y7,Korean,USA,6.6,FALSE
9/13/24,Mobile,7.2,23.5,completed,19,Male,USA,Premium,TRUE,15.58,2,Stand-up Comedy,Music,2005,66,PG,German,USA,5.8,TRUE
2/13/25,Smart TV,49.5,45.3,started,50,Male,USA,Standard,TRUE,14.98,2,TV Series,Fantasy,2003,32,TV-MA,English,USA,3.6,TRUE
7/26/25,Tablet,53.7,19.4,started,35,Female,Canada,Standard,TRUE,8.38,4,Movie,Documentary,2017,151,G,English,India,7.5,FALSE
3/19/24,Smart TV,145.4,50.6,stopped,41,Male,USA,Standard,TRUE,8.25,5,Documentary,History,1999,75,TV-Y7,Korean,USA,6.6,FALSE
5/2/25,Desktop,149.3,45.8,stopped,18,Female,USA,Premium+,FALSE,17.49,1,Movie,Family,2024,127,TV-Y,English,South Korea,6.9,FALSE
1/19/25,Desktop,16.9,41.7,started,19,Male,USA,Premium,TRUE,16.72,,Documentary,Romance,2002,86,TV-Y7,English,USA,7.6,TRUE
10/27/24,Smart TV,36.9,50.5,stopped,41,Prefer not to say,USA,Premium+,TRUE,486.98,2,Movie,Comedy,2007,93,TV-PG,Japanese,France,9.2,FALSE
3/10/24,Laptop,48.8,45.1,started,40,Female,Canada,Premium,TRUE,11.07,3,TV Series,Music,2016,70,TV-MA,English,Canada,6.7,TRUE
12/23/25,Laptop,13.8,57.8,paused,52,Male,Canada,Premium+,TRUE,5.73,1,Documentary,Adventure,2024,76,TV-G,Japanese,USA,4.8,FALSE
9/13/25,Desktop,45.3,53.3,completed,41,Female,Canada,Basic,TRUE,10.64,8,Movie,Biography,2024,118,PG,English,Canada,5.6,FALSE
12/23/24,Mobile,49,89.2,started,46,Female,Canada,Premium,TRUE,12.45,4,Movie,Western,1994,117,TV-14,Korean,USA,8.5,FALSE
8/23/25,Tablet,27.7,38.9,paused,39,Female,USA,Standard,TRUE,14.36,4,Documentary,Music,2018,110,TV-G,Italian,USA,8.1,FALSE
5/3/24,Laptop,123.1,63.2,stopped,32,Female,Canada,Standard,TRUE,8.5,2,Stand-up Comedy,Western,1993,68,TV-Y7,English,USA,5.3,FALSE
6/14/25,Tablet,25.8,71,completed,27,Female,Canada,Premium,TRUE,27.14,3,Stand-up Comedy,Animation,2024,63,TV-14,German,USA,8.3,FALSE
11/28/24,Desktop,40.7,46.3,paused,28,Female,Canada,Standard,TRUE,9.55,4,Stand-up Comedy,Western,2010,55,PG-13,Japanese,South Korea,7,FALSE
9/27/25,Desktop,32,55.2,paused,33,Prefer not to say,Canada,Premium+,TRUE,27.73,,Movie,Family,2013,127,PG,English,UK,9.2,FALSE
11/15/24,Mobile,39.1,23,completed,72,Male,USA,Standard,TRUE,8.68,5,Movie,Crime,2001,104,G,Hindi,France,7.1,FALSE
5/21/24,Desktop,44.1,7.6,paused,21,,USA,Basic,TRUE,23.85,2,Movie,Documentary,1978,349,G,English,South Korea,7,FALSE
2/23/25,Tablet,55.1,27.4,stopped,50,Female,USA,Standard,TRUE,31.72,2,Documentary,History,1997,71,PG,English,South Korea,6.6,TRUE
5/21/24,Laptop,46.1,30.4,started,44,Male,USA,Premium+,TRUE,2.11,1,Movie,Family,2022,159,TV-Y,English,USA,5.5,FALSE
11/8/24,Desktop,21.6,10.8,paused,28,Female,USA,Premium+,TRUE,21.6,5,Documentary,Family,2011,73,TV-MA,Japanese,South Korea,4.4,TRUE
8/8/24,Smart TV,76.3,72,stopped,25,Male,Canada,Standard,TRUE,9.13,4,TV Series,Sport,2024,43,TV-PG,Spanish,USA,6.4,TRUE
1/8/24,Smart TV,37.8,67.4,started,34,Other,USA,Premium+,TRUE,16.99,5,Movie,Crime,1997,103,G,English,USA,6.9,TRUE
8/27/24,Smart TV,26,11.9,stopped,40,,USA,Standard,TRUE,31.96,1,Movie,Sci-Fi,2002,104,TV-MA,French,USA,8.7,FALSE
1/6/24,Laptop,21.4,63.1,paused,30,Other,Canada,Premium+,TRUE,7.98,2,Stand-up Comedy,Horror,1996,51,NC-17,Korean,USA,6.8,TRUE
5/12/25,Smart TV,88.4,10,started,38,Male,USA,Premium,TRUE,44.57,2,Movie,Horror,2012,138,TV-Y7,English,USA,4.9,TRUE
8/10/24,Desktop,125,53.5,paused,44,Male,USA,Standard,TRUE,34.88,2,Movie,Music,1998,129,R,English,Canada,10,FALSE
10/16/24,Mobile,85.4,6.2,completed,52,Male,Canada,Basic,TRUE,8.71,3,Stand-up Comedy,Sci-Fi,2002,58,TV-Y,Hindi,Canada,7.2,TRUE
5/27/24,Laptop,85,97.2,stopped,31,Male,USA,Premium,TRUE,9.92,2,Movie,Sport,2010,92,PG-13,English,Canada,7.1,FALSE
1/29/25,Smart TV,76.8,33,completed,43,Male,USA,Premium,TRUE,13.16,4,Limited Series,History,2008,58,NC-17,English,Canada,4.9,FALSE
12/17/25,Laptop,99.1,91.9,stopped,46,Male,USA,Standard,TRUE,11.28,6,Stand-up Comedy,Adventure,2006,36,G,English,USA,5.5,FALSE
6/14/24,Laptop,23.8,28.2,stopped,24,Female,Canada,Standard,TRUE,16.41,5,TV Series,Animation,2008,30,TV-PG,English,South Korea,6.6,FALSE
2/11/24,Mobile,91.1,17,completed,47,Male,USA,Premium+,FALSE,2.01,2,Movie,Fantasy,2000,131,TV-Y7,English,UK,8.4,TRUE
2/1/24,Smart TV,150.1,89.1,stopped,47,Female,USA,Premium+,TRUE,11.32,1,Movie,Romance,2014,79,TV-Y7,Hindi,Japan,0.9,TRUE
9/4/25,Desktop,168.3,77.5,completed,22,Male,USA,Standard,TRUE,9.05,3,Documentary,Horror,2024,46,TV-Y7,Italian,USA,9.3,FALSE
5/7/25,Mobile,97,68.4,completed,32,Male,USA,Standard,TRUE,5.52,2,Stand-up Comedy,War,2023,34,TV-PG,English,UK,6.1,TRUE
11/5/25,Desktop,33.1,72.6,started,22,Prefer not to say,USA,Basic,TRUE,13.17,1,Movie,Animation,2002,53,TV-MA,English,India,4.3,TRUE
5/29/25,Desktop,46.2,80.4,stopped,34,Male,USA,Premium,FALSE,18.92,4,Limited Series,Biography,2010,54,G,Korean,USA,7.2,FALSE
1/13/25,Laptop,33.8,49.7,stopped,19,Female,USA,Standard,TRUE,13.81,2,Documentary,Sci-Fi,2022,56,TV-14,English,USA,6.9,TRUE
5/4/25,Desktop,20.9,20.5,completed,42,,USA,Premium,TRUE,8.61,5,Movie,Sci-Fi,2016,122,TV-PG,Japanese,France,6.4,TRUE
7/13/25,Desktop,32.2,5.1,stopped,37,,USA,Basic,FALSE,4.09,,Movie,Western,2009,21,NC-17,English,South Korea,5.3,FALSE
6/10/24,Desktop,34.5,79.4,stopped,28,Female,USA,Basic,TRUE,2.87,4,Stand-up Comedy,War,2018,72,NC-17,Italian,UK,5.9,TRUE
10/24/25,Smart TV,65.4,66,completed,23,Male,USA,Premium+,TRUE,23.04,3,Movie,Family,2018,170,R,English,USA,4,FALSE
6/20/24,Tablet,19.6,99.5,started,35,Female,USA,Standard,TRUE,13.49,4,Movie,Family,1993,97,R,English,USA,7.8,FALSE
10/6/24,Desktop,201,92.4,started,33,,USA,Standard,TRUE,15.32,4,Movie,Documentary,2023,119,TV-14,Italian,Japan,7.8,FALSE
3/22/24,Smart TV,71.7,16.2,started,31,Male,Canada,Standard,TRUE,20.02,4,Documentary,Action,2012,75,PG-13,Spanish,South Korea,8.1,FALSE
9/10/24,Tablet,18.5,50,started,28,Male,USA,Basic,TRUE,8.59,4,Movie,Western,2005,130,R,Italian,South Korea,3.4,TRUE
9/26/25,Laptop,97.1,29.2,started,44,,Canada,Standard,TRUE,9.75,5,Movie,Adventure,2011,145,NC-17,English,Canada,4.4,FALSE
6/21/24,Tablet,42.8,91.2,started,41,Female,Canada,Premium,TRUE,14.96,,Limited Series,Sci-Fi,2004,48,TV-PG,English,UK,9.3,FALSE
9/3/24,Desktop,18.3,39.9,paused,48,Male,USA,Basic,TRUE,8.1,5,TV Series,Crime,2000,66,TV-Y7,English,Canada,6.2,FALSE
8/16/25,Laptop,120.9,37.5,started,29,Female,USA,Premium,TRUE,8.94,,TV Series,Mystery,2007,40,NC-17,Korean,USA,0.7,FALSE
7/23/24,Desktop,4.2,43.2,paused,40,Male,Canada,Premium,TRUE,4.41,6,TV Series,History,2023,53,PG,Hindi,USA,7,TRUE
9/5/25,Laptop,23.5,16.7,completed,52,Female,USA,Standard,TRUE,28.55,4,TV Series,Comedy,2013,37,TV-14,Korean,India,9.4,TRUE
3/8/25,Smart TV,41.2,98.4,completed,33,Female,USA,Basic,TRUE,9.05,2,Movie,Drama,2002,94,TV-Y7,Italian,USA,8.5,FALSE
11/22/24,Tablet,28,27.9,completed,46,Male,Canada,Premium,TRUE,6.97,3,Documentary,History,2009,84,NC-17,German,Canada,7.8,FALSE
2/5/24,Tablet,129,8.9,stopped,31,Female,USA,Standard,TRUE,11.99,4,TV Series,Romance,2001,66,R,German,USA,6.2,TRUE
6/26/24,Smart TV,32,32,paused,34,Female,USA,Standard,TRUE,10.57,1,TV Series,Western,1998,53,TV-PG,English,Canada,6.9,FALSE
8/11/25,Tablet,94.6,18,stopped,48,Male,USA,Premium,TRUE,17.55,3,Movie,Horror,2011,132,G,English,USA,5.5,FALSE
6/12/24,Desktop,93.6,26.4,stopped,34,Male,USA,Premium,TRUE,30.47,4,Movie,Mystery,2010,81,TV-Y7,German,USA,5.5,FALSE
5/16/25,Tablet,20,65.3,paused,37,Female,USA,Basic,FALSE,18.27,1,TV Series,Fantasy,1993,50,PG,English,USA,5.6,TRUE
11/12/24,Mobile,6.2,60.3,completed,30,Female,USA,Basic,TRUE,4.12,2,Documentary,Drama,2021,99,R,English,USA,4.4,TRUE
5/18/25,Mobile,8.6,75.2,completed,32,Male,USA,Premium+,TRUE,19.41,3,Stand-up Comedy,Music,2005,54,G,English,USA,6.9,FALSE
12/4/25,Smart TV,79.8,47.1,completed,45,Male,USA,Basic,TRUE,5.51,2,Documentary,War,1997,66,PG,English,USA,5.2,FALSE
12/29/24,Laptop,21.1,30.8,stopped,29,Female,USA,Basic,TRUE,18.73,2,Movie,Western,2018,121,NC-17,English,Germany,6.5,FALSE
8/10/24,Tablet,34.3,77.1,paused,32,Male,USA,Standard,TRUE,3,1,Movie,Music,2018,100,R,English,USA,3.3,FALSE
11/28/25,Desktop,35.2,39.7,started,25,Male,Canada,Premium,FALSE,11.78,4,TV Series,Sport,1995,40,TV-Y,French,UK,5.1,FALSE
5/25/24,Tablet,72.9,56.1,paused,32,Female,USA,Standard,TRUE,33.2,3,Documentary,Family,2005,80,PG-13,Spanish,USA,6.3,FALSE
4/1/25,Tablet,458.9,25.1,started,39,Female,Canada,Premium+,TRUE,34.12,,TV Series,Crime,2020,29,TV-G,Japanese,UK,7.8,TRUE
6/6/25,Mobile,56.1,4.7,started,51,Female,USA,Premium,TRUE,21.44,2,Movie,Thriller,2007,128,TV-14,French,USA,7.5,TRUE
8/3/25,Desktop,53.4,13.6,paused,30,Female,Canada,Premium,TRUE,3.55,1,Movie,Animation,2005,98,TV-Y,English,South Korea,6.2,FALSE
3/24/24,Tablet,66.7,52,completed,65,Male,USA,Basic,TRUE,5.49,3,Stand-up Comedy,Horror,1996,51,NC-17,Korean,USA,6.8,TRUE
9/17/24,Smart TV,111.1,66.2,completed,61,Male,USA,Standard,TRUE,12.08,,TV Series,Crime,1992,39,TV-PG,English,USA,8.3,TRUE
4/19/24,Desktop,79.1,23.8,started,50,,USA,Premium+,FALSE,8.69,3,Movie,Music,1996,62,PG,Korean,USA,7.5,FALSE
1/22/25,Tablet,72.9,26.4,paused,40,Female,USA,Basic,TRUE,12.11,3,Movie,War,2015,105,TV-PG,English,USA,7.4,FALSE
12/12/25,Mobile,48.9,89.3,paused,22,Male,USA,Premium,TRUE,14.5,4,TV Series,Sci-Fi,1997,69,NC-17,English,South Korea,6.4,FALSE
9/18/24,Laptop,36,41.6,started,34,Male,USA,Premium,TRUE,8.99,,TV Series,Romance,2003,50,PG-13,English,Canada,6,FALSE
11/22/24,Tablet,94.7,8.4,paused,42,Female,USA,Premium,TRUE,15.07,2,Movie,Mystery,2019,80,PG-13,German,USA,7.3,FALSE
5/21/25,Tablet,96.3,36.4,completed,41,Male,USA,Premium,FALSE,10.93,4,TV Series,Action,1998,37,TV-Y,English,USA,7.5,FALSE
2/8/25,Laptop,12.9,10.6,started,35,Female,USA,Premium,TRUE,24.45,2,TV Series,Thriller,2000,55,TV-14,Korean,USA,6.1,FALSE
5/13/25,Tablet,102.4,90.5,completed,27,Male,USA,Standard,TRUE,6.58,1,Movie,Crime,2021,69,NC-17,English,USA,6,TRUE
4/7/25,Mobile,96.8,39.4,completed,29,Male,USA,Premium,TRUE,5.64,2,Movie,Action,1993,98,TV-MA,Korean,USA,5.6,TRUE
1/9/25,Desktop,129.9,58.9,stopped,33,Other,USA,Standard,TRUE,1.54,3,Documentary,Romance,1999,80,PG,English,Japan,8.1,FALSE
12/25/24,Mobile,48.8,94.8,completed,36,Female,USA,Premium,TRUE,29.67,2,TV Series,Biography,1992,28,PG-13,English,Germany,6.5,FALSE
3/23/25,Mobile,15.3,38.8,started,42,Male,USA,Premium,TRUE,21.8,,Documentary,Music,2018,110,TV-G,Italian,USA,8.1,FALSE
1/30/24,Smart TV,59.7,3.3,completed,50,Female,USA,Standard,TRUE,31.72,2,TV Series,Music,1992,23,TV-Y7,English,India,8.3,FALSE
8/10/24,Laptop,33.4,21.7,paused,47,Female,USA,Basic,FALSE,20.89,7,Documentary,Crime,2012,102,TV-Y,English,South Korea,8.2,FALSE
8/27/24,Mobile,37.2,99.1,started,47,Male,Canada,Premium,TRUE,36,3,TV Series,Adventure,1994,50,PG,English,Canada,8.5,TRUE
11/6/24,Mobile,3.1,13.6,paused,35,Other,USA,Standard,TRUE,3.36,2,TV Series,Western,1995,52,TV-PG,English,USA,8,FALSE
5/16/24,Tablet,83.5,93.7,stopped,43,Prefer not to say,USA,Standard,FALSE,8.92,2,TV Series,Sci-Fi,1997,69,NC-17,English,South Korea,6.4,FALSE
2/10/25,Desktop,40.8,53.1,completed,26,Female,Canada,Premium,TRUE,2.36,2,Movie,Sci-Fi,1997,122,TV-Y,English,India,2.5,FALSE
10/18/24,Tablet,179.9,89.1,paused,30,Male,USA,Basic,TRUE,5.22,3,Documentary,Horror,2024,46,TV-Y7,Italian,USA,9.3,FALSE
6/25/25,Mobile,28.8,17,started,33,Male,USA,Premium,TRUE,31.35,1,Stand-up Comedy,History,2006,59,G,English,Canada,5.8,FALSE
2/6/25,Desktop,102.1,45.4,completed,36,Female,USA,Premium,TRUE,22.09,4,Documentary,Thriller,1995,99,NC-17,English,USA,4.8,FALSE
7/23/24,Mobile,20.2,22.7,completed,28,Female,USA,Basic,TRUE,7.16,1,Movie,Horror,1997,537,R,English,South Korea,6.1,FALSE
10/17/25,Mobile,45.1,8,started,44,Male,USA,Basic,TRUE,7.16,3,TV Series,Family,1990,31,TV-G,English,USA,4.7,FALSE
2/1/25,Laptop,27.2,50.2,stopped,29,Female,USA,Premium,TRUE,6.62,4,Movie,Biography,1999,114,PG,Korean,USA,4,FALSE
6/30/24,Desktop,47.9,43.3,stopped,44,,USA,Basic,TRUE,17.34,3,TV Series,Documentary,2017,45,G,Italian,India,8,FALSE
10/3/25,Tablet,13,41.2,paused,52,Female,USA,Standard,TRUE,65.17,2,Documentary,Romance,2006,89,TV-Y,English,USA,3.8,FALSE
10/3/24,Laptop,142.8,14.3,paused,18,Female,Canada,Standard,TRUE,43.98,,Movie,Biography,2017,82,TV-14,Spanish,USA,5.9,TRUE
4/16/24,Desktop,123.2,49.5,stopped,40,Female,Canada,Premium,TRUE,6.76,3,Stand-up Comedy,Action,1997,74,TV-MA,English,Germany,8,FALSE
11/19/25,Laptop,55.3,97.7,paused,36,Male,Canada,Standard,TRUE,45.44,1,Movie,History,2005,563,TV-G,English,USA,5,FALSE
1/8/25,Mobile,113.6,75.2,completed,44,Male,Canada,Premium,TRUE,8.6,5,TV Series,War,2002,47,TV-PG,English,USA,6.8,FALSE
2/27/24,Laptop,38.5,62.1,paused,18,Prefer not to say,USA,Premium,TRUE,5.48,3,Movie,Action,2002,522,PG,English,USA,4.7,TRUE
10/15/25,Laptop,21.5,31.2,stopped,42,,Canada,Standard,TRUE,19.69,3,TV Series,History,2006,50,TV-G,Hindi,USA,6.3,FALSE
1/29/24,Mobile,52.4,11.8,paused,32,Male,USA,Standard,TRUE,3.74,2,Movie,History,2020,91,G,English,South Korea,8,FALSE
11/3/25,Tablet,147,96.9,completed,30,Female,USA,Premium,TRUE,31.48,,TV Series,Sport,2016,38,TV-PG,English,USA,8.6,FALSE
3/16/24,Mobile,49.5,7.2,paused,28,Male,USA,Premium+,TRUE,24.74,3,Stand-up Comedy,War,2022,91,R,English,Germany,4.4,FALSE
9/29/24,Laptop,51.9,76.9,completed,20,Male,USA,Premium+,TRUE,33.7,3,Movie,Horror,2002,89,G,Spanish,USA,8.3,FALSE
7/27/24,Tablet,89.7,50.8,stopped,44,Male,USA,Premium,TRUE,6.82,4,Limited Series,Mystery,2011,332,TV-Y,Korean,USA,7.3,TRUE
1/2/24,Tablet,19.4,41.5,completed,36,Female,USA,Basic,TRUE,31.61,4,Movie,Adventure,1990,121,PG-13,English,South Korea,8.6,TRUE
4/8/24,Desktop,192.2,42.4,paused,23,Female,USA,Basic,TRUE,23.11,1,TV Series,Animation,2024,63,R,English,USA,4.9,TRUE
2/9/24,Mobile,2.8,13.8,started,26,Female,Canada,Basic,TRUE,19.62,3,TV Series,Crime,2020,43,G,English,UK,7.4,FALSE
